,Item_id,Price,Street,Neighborhood,Parking,Balconies,Size,Floors,Asset_classification,Ac,Furniture,Handicapped,Immediate,Floors_text,Street_id,Rooms,Floor,Shelter,On_pillars,Elevator,Storeroom,Lat,Long,City,City_code,Date_added,Date_of_entry,Neighborhood_id,Garden_size,Home_number,Agency,Images,Text,Asset_type,Broker,Accuracy,Date,Last_update,Valid,Build_year,Year,Distance_sea,Train,Age,Neighborhood_rank,Street_rank,Gush_rank,Helka_rank,Predicted,Difference
33,d6p5bwh9,"4,950,000 ₪",יהושע בן נון,הצפון הישן - צפון,1,1.0,68.0,4.0,2.0,1.0,0.0,1.0,1.0,4.0,426.0,3.0,3.0,0.0,0.0,1.0,0.0,32.08865,0.0,תל אביב יפו,5000,2022-11-06 15:29:41,20/02/2023,1483.0,0.0,29.0,נח סנדר,[],"למביני עניין, דירה מהממת צמוד למתחם בזל. דירה משופצת לחלוטין בת 3 חדרים. נוף מלא פתוח כיוון דרום עם הרבה אור. הדירה נמצאת בקומה שלישית עם מעלית. לגור באחת השכונות במבוקשות בצפון הישן. הליכה קצרה לכל הביתי קפה, מסעדות, וחניות של בזל. הבניין עובר פרויקט תמ""א 38/1 ולדירה מקבלת תוספת מרפסת של 9 מטר וחינה רובוטית",דירה,True,90,,,,1935,2023,4458,2579,88,59259,65909,65909,51615,4248923,701077
34,5cpzed7z,"2,750,000 ₪",אנסקי,קרית שלום,1,1.0,60.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2435.0,2.0,2.0,0.0,0.0,0.0,0.0,32.040789,0.0,תל אביב יפו,5000,2023-04-18 22:21:12,18/04/2023,212.0,0.0,8.0,אביבית,[],בקרית שלום המתפתחת ברחוב הולנדי ושקט דירה מקורית של 5 5 מר עם מרפסת קטנה.מושכרת כרגע.ניתןן לבנות 160מר ומרפסת גג.מתאים להשקעה ולמגורים,דירה,True,90,,,,1994,2023,1948,2116,29,35355,27985,30551,29941,1990540,759460
35,qqyqv7vt,"3,800,000 ₪",קמינסקה,קרית שלום,1,1.0,80.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2450.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,תל אביב יפו,5000,2023-05-16 11:09:55,16/05/2023,212.0,0.0,3.0,,[],"בית משופץ מהיסוד ושמור מאוד . עם אופציה להרחבה
המחיר גמיש..  לא להתקשר בשבת",דירה,False,80,2023-05-16,עודכן ב 16/05/2023,,1970,2023,2376,2318,53,35355,28272,30551,21689,2146805,1653195
36,8rwm8agd,"2,690,000 ₪",פין,נווה שאנן,1,0.0,57.0,6.0,6.0,1.0,0.0,1.0,1.0,6.0,2238.0,3.0,5.0,1.0,0.0,1.0,0.0,32.060432,0.0,תל אביב יפו,5000,2023-06-16 06:27:21,16/06/2023,307.0,0.0,1.0,מאיר,[],"דירת 3 חדרים | רשי""ף 1 נווה שאנן | קומה 5 | 2 חדרי שינה + מקלחת ושירותים | נוף פתוח לדרום, מוארת ונעימה | כ-57 מר | חניה תת קרקעית | מושקעת ומעוצבת - מטבח כפרי משודרג עם אי | שמורה ומתוחזקת | על קו הרכבת הקלה | חצר פנימית ומרפסת קומתית משותפת המייצרת אוירה קהילתית | מחיר מבוקש: 2,690,000 ש""ח | 5 דק הליכה מגן החשמל, 10 דק מרוטשילד | לפרטים נוספים, תיאום ביקורים וקבלת סרטון צרו קשר - תיווך החלוצים",דירה,True,90,2023-06-16,עודכן היום,,1950,2023,1924,1075,73,50033,18804,63895,59296,2735809,-45809
37,s3ye8h2t,"3,270,000 ₪",דיזנגוף,הצפון הישן - צפון,ללא,0.0,60.0,5.0,3.0,1.0,0.0,0.0,0.0,5.0,404.0,2.0,3.0,0.0,0.0,1.0,0.0,32.090901,0.0,תל אביב יפו,5000,2023-02-16 09:54:36,02/07/2023,1483.0,0.0,231.0,מירב אלבז,[],"בקרבת בזל ושדרות נורדאו דירה נעימה ומוארת בבניין שעבר תמא. מעולה להשקעה או מגורים .
דירת 2 חדרים(ניתן להפוך ל3 חדרים), 60 מטר, סלון ומטבח נפרדים, קומה 3.5 , מעלית עד קומה 3 (עולים 10 מדרגות) , כיווני אוויר- מזרח וצפון, מושכרת ב6600 עד ה 1.8 לאחר מכן אפשר לקבל 7000",דירה,True,90,2023-02-16,עודכן היום,,2002,2023,653,2299,21,59259,60714,68663,59690,3744661,-474661
38,gxqxil52,"3,650,000 ₪",קרליבך,"גני שרונה, קרית הממשלה",1,1.0,67.0,17.0,1.0,0.0,0.0,0.0,0.0,17.0,1511.0,3.0,5.0,0.0,0.0,0.0,0.0,32.067526,0.0,תל אביב יפו,5000,2022-11-14 22:38:39,לא צוין,1462.0,0.0,4.0,אסף רוזיו,"['//img.yad2.co.il/Pic/202211/14/2_5/o/o2_5_1_02569_20221114223837.jpg', '//img.yad2.co.il/Pic/202211/14/2_5/o/o2_5_2_03040_20221114223837.jpg', '//img.yad2.co.il/Pic/202211/14/2_5/o/o2_5_3_05591_20221114223837.jpg']","במתחם גינדי -בנמוכים !! דירה נדירה 67 מ""ר + 12 מ""ר מרפסת , מדהימה , פונה לקרליבך, מדהימה להשקעה!!",דירה,True,90,,,,2017,2023,2138,1161,6,52156,52156,52156,55091,3730464,-80464
39,8ihrmb9v,"2,550,000 ₪",נגבה,יד אליהו,ללא,0.0,84.0,4.0,5.0,1.0,0.0,0.0,0.0,4.0,2622.0,4.0,3.0,0.0,0.0,0.0,0.0,32.054094,0.0,תל אביב יפו,5000,2022-12-19 11:23:54,07/03/2023,206.0,0.0,32.0,אבי סולימן,[],"חדשה בשיווק בלעדי
בכתובת- נגבה 32 תל אביב 
דירת 4 חדרים 
84 מ״ר בנוי
קומה 3 מתוך 4 
שירותים ומקלחת בנפרד
שלושה כיווני אוויר
לשיפוץ וסידור קליל
חניה משותפת 
 מתחם ענק בלוקיישן המיועד לפינוי בינוי.
הנכס ממוקם בסמוך לקו הסגול של הרכבת הקלה, פארקים גדולים (פארק וולפסון, פארק דרום ואריאל שרון), נגישות לתחבורה ציבורית, בתי ספר, גני ילדים, מרכז קניות, גישה מהירה למרכז העיר ת״א",דירה,True,90,,,,1970,2023,3696,1233,53,40263,32591,47921,38591,2888045,-338045
40,8tghrvrd,"5,950,000 ₪",בית אל,נווה שרת,2,1.0,114.0,10.0,6.0,1.0,1.0,0.0,0.0,10.0,373.0,5.0,4.0,1.0,0.0,1.0,1.0,32.119054,34.839952,תל אביב יפו,5000,2023-06-27 01:16:10,27/06/2023,314.0,0.0,15.0,,"['//img.yad2.co.il/Pic/202306/27/2_1/o/y2_1_08415_20230627015143.jpeg', '//img.yad2.co.il/Pic/202306/27/2_1/o/y2_2_04688_20230627015145.jpeg', '//img.yad2.co.il/Pic/202306/27/2_1/o/y2_3_01725_20230627015148.jpeg', '//img.yad2.co.il/Pic/202306/27/2_1/o/y2_4_08248_20230627015150.jpeg', '//img.yad2.co.il/Pic/202306/27/2_1/o/y2_5_09475_20230627015152.jpeg']","חדש למכירה מפרטי (ללא תיווך). 
דירה מעוצבת אדריכלית. 
מרפסת 13 מטר. 
דרום מערבית. 
2 חניות. 
מחסן מרווח - 9 מטר. 
דירת 5 חדרים שהפכה ל4 חדרים. 
פרקט עץ בכל הבית. 
סוויטת הורים ענקית עם חדר רחצה מפנק. 2 חדרי שינה נוספים. 
חדר אמבטיה ילדים. 
שירותי אורחים. 
חלל מרכזי של סלון ומטבח מרווחים. 
חדר שירות ומזווה צמוד למטבח. 
הדירה משופצת ברמה גבוהה, להכנס עם מזוודות והמשפחה",דירה,False,100,2023-06-27,עודכן היום,,1970,2023,412,4408,53,38641,50000,38641,35289,4288769,1661231
41,bimrdcfh,"3,750,000 ₪",שלום עליכם,הצפון הישן - דרום,ללא,0.0,59.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,623.0,3.0,0.0,0.0,1.0,0.0,0.0,32.078256,34.770424,תל אביב יפו,5000,2023-04-30 23:24:22,02/05/2023,1461.0,0.0,45.0,,"['//img.yad2.co.il/Pic/202304/30/2_1/o/y2_1_02305_20230430231749.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_2_02498_20230430231813.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_3_08038_20230430231832.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_4_02733_20230430231854.jpeg', '//img.yad2.co.il/Pic/202304/30/2_1/o/y2_5_03146_20230430231909.jpeg']","במיקום מושלם, בין הים לכיכר דיזינגוף. 
בצד היותר שווה של רחוב שלום עליכם, בין בוגרשוב למנדלי. קומת קרקע עורפית. 
מטבח פתוח לסלון + שלושה חדרי שינה קטנים. 
58.8 מ""ר (""פלדלת""), 52 מ""ר (""נטו""). 
דירה שקטה ומוארת. שלושה כיווני אוויר. 
עברה שיפוץ יסודי. 
יציאה ישירה לחצר (51 מ""ר, לא בטאבו). 
חניה משותפת. 
ללא תיווך (מתווכים יקרים, נא לא לפנות אלינו). 
ניתן ליצור קשר בווטצפ או במייל (נא לא להתקשר)",דירה,False,100,2023-04-30,עודכן היום,,1955,2023,2851,794,68,60846,61817,55181,60177,3686341,63659
42,ijf1f2cv,"2,780,000 ₪",דיזנגוף,הצפון הישן - צפון,ללא,0.0,43.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,404.0,2.0,0.0,0.0,1.0,0.0,0.0,32.085679,0.0,תל אביב יפו,5000,2023-01-11 08:34:10,01/03/2023,1483.0,0.0,190.0,קרולין,[],2 חדרים להשקעה בדיזנגוף שקטה עורפית,דירה,True,90,,,,2006,2023,653,2299,17,59259,60714,51535,45732,2643172,136828
43,k6r027lj,"1,990,000 ₪",קהילת קנדה,"יפו ד', גבעת התמרים",ללא,0.0,75.0,2.0,5.0,0.0,0.0,0.0,1.0,2.0,2199.0,3.0,2.0,0.0,0.0,0.0,0.0,32.032537,34.752659,תל אביב יפו,5000,2023-05-20 23:24:17,20/05/2023,321.0,0.0,15.0,,[],"מושכרת ב 3300 שח בחודש, ללא תיווך",דירה,False,100,2023-05-20,עודכן ב 22/05/2023,,1970,2023,476,5522,53,34361,39195,36309,24437,2416781,-426781
44,13vvfysz,"2,950,000 ₪",היהודי זיס,קרית שלום,1,0.0,60.0,2.0,5.0,0.0,0.0,1.0,0.0,2.0,2437.0,2.0,0.0,0.0,0.0,0.0,0.0,32.042402,34.777127,תל אביב יפו,5000,2023-05-23 18:26:56,29/06/2023,212.0,0.0,21.0,,[],דירת קרקע. במיקום מעולה.  אופציה להרחבה. לרציניים  !!,דירה,False,100,2023-05-23,עודכן ב 05/07/2023,,1950,2023,2246,2204,73,35355,30769,30551,30618,2024655,925345
45,rv2x5ees,"3,290,000 ₪",בן יהודה,הצפון הישן - צפון,ללא,1.0,51.0,8.0,1.0,1.0,0.0,1.0,0.0,8.0,510.0,2.0,1.0,1.0,0.0,1.0,0.0,32.093785,0.0,תל אביב יפו,5000,2023-01-29 09:38:55,16/04/2023,1483.0,0.0,244.0,אייקורט יוסי,[],"דירה חדשה ממוכר פרטי! בעלת 2 חדרים גדולים הכוללים ממ""ד, בקרבה מטורפת לחוף מציצים, מרחק הליכה מגינת מיכה, פריים לוקיישן!
בפרויקט תמ""א בבן יהודה 244, הדירה תאובזר במפרט מהמם ויוקרתי.
שטח הדירה 51 מ״ר + 7 מ״ר מרפסת שמש עורפית פונה למזרח, הדירה מוארת עם תקרות גבוהות ומיזוג מרכזי.
עורפית, פונה לרחוב מיכה השקט. 
צלצלו עכשיו הגעתם הביתה !!",דירה,True,90,,,,1965,2023,333,2616,58,59259,59033,57110,56682,3047750,242250
46,4v27zxh9,"4,250,000 ₪",קהילת פאדובה,נאות אפקה א',1,1.0,84.0,17.0,1.0,1.0,0.0,0.0,0.0,17.0,255.0,3.0,8.0,1.0,0.0,1.0,1.0,32.115201,34.824345,תל אביב יפו,5000,2023-06-08 09:29:26,08/06/2023,200.0,0.0,30.0,,"['//img.yad2.co.il/Pic/202306/08/2_1/o/y2_1_04389_20230608093210.jpeg', '//img.yad2.co.il/Pic/202306/08/2_1/o/y2_2_06319_20230608093212.jpeg', '//img.yad2.co.il/Pic/202306/08/2_1/o/y2_3_08673_20230608093215.jpeg']","בפרויקט גולף היוקרתי דירת 3 חדרים חדשה מקבלן, 72 מ""ר + 12 מ""ר מרפסת.
משודרגת ומוארת עם מוצרי חשמל אינטגרליים במטבח, משקיפה לנוף פתוח, שני חדרי רחצה, כיוון דרום - מערב. 
חניה תת קרקעית ומחסן.
בבניין שמירה 24/7 וחדר כושר",דירה,False,100,2023-06-08,עודכן ב 17/06/2023,,1971,2023,3695,3000,52,44859,31521,47788,47813,3191483,1058517
47,7l3sb963,"2,790,000 ₪",בושם,לבנה,1,1.0,100.0,9.0,3.0,1.0,0.0,1.0,0.0,9.0,2964.0,4.0,6.0,1.0,0.0,1.0,0.0,32.044483,34.808254,תל אביב יפו,5000,2023-06-27 18:46:00,06/07/2023,319.0,0.0,8.0,,[],"ללא תיווך(מפרטי)כ 114 מ""ר בניין שמור ומטופח במיקום מעולה,2 מעליות,חניה תת קרקעית פרטית בטאבו,נוף מדהים ופתוח ,2 שרותים 2 מקלחות,יחידת הורים אים חדר ארונות,סורגים,הדירה מושכרת לעוד שנה ,מרפסת שמש (הבניין חתום על הגדלת המרפסות )מתווכים לא ליתקשר בבקשה!!",דירה,False,100,2023-06-27,עודכן היום,,1997,2023,4544,2814,26,30107,25421,43750,29639,2526425,263575
48,060gayia,"4,200,000 ₪",החשמונאים,"גני שרונה, קרית הממשלה",1,1.0,70.0,48.0,1.0,0.0,0.0,1.0,0.0,48.0,1107.0,3.0,12.0,1.0,0.0,1.0,0.0,32.068858,0.0,תל אביב יפו,5000,2021-10-18 20:38:24,01/08/2023,1462.0,0.0,100.0,אסף רוזיו,"['//img.yad2.co.il/Pic/202301/15/2_5/o/o2_5_1_03717_20230115121445.jpg', '//img.yad2.co.il/Pic/202301/15/2_5/o/o2_5_2_05829_20230115121445.jpg', '//img.yad2.co.il/Pic/202301/15/2_5/o/o2_5_3_06292_20230115121446.jpg', '//img.yad2.co.il/Pic/202301/15/2_5/o/o2_5_4_07734_20230115121446.jpg', '//img.yad2.co.il/Pic/202204/27/2_5/o/o2_5_5_09890_20220427140648.jpg']","בגינדי,במגדל השלישי האייקוני המאוכלס ב22',כולל בריכה,ח.כושר ולאונג' עסקים בROOFTOP , במיקום אסטרטגי של הרכבת הקלה 70מ""ר+6 מ""ר מרפסת ,מז',חניה",דירה,True,90,,,,1954,2023,1308,1692,69,58990,55437,52156,47813,3173479,1026521
49,l1eysnia,"5,900,000 ₪",שלום עליכם,הצפון הישן - דרום,ללא,1.0,98.0,4.0,2.0,1.0,1.0,0.0,0.0,4.0,623.0,4.0,2.0,0.0,1.0,0.0,0.0,32.077522,0.0,תל אביב יפו,5000,2022-11-21 13:28:04,21/11/2022,1461.0,0.0,27.0,אלי,[],"4 חד? 90 מ״״ר ועוד מרפסת שמש קטנה 8 מ״״ר 3 חדרי שינה מאסטרים כל חדר מקלחת שירותים קומה 2.5 ללא מעלית בית משופץ בטוב טעם התמונות מדברות בעד עצמן רק להיכנס ולגור תיאום מיידי פינוי גמיש 
יש הכל בדירה ארונות נגרות אישית בכל חדר מטבח מאובזר מלא. כל הקודם זוכה!",דירה,True,90,,,,1936,2023,389,2719,87,60846,61817,55181,52149,4879486,1020514
50,m7li79ig,"2,640,000 ₪",צלילי חנינא,ניר אביב,ללא,0.0,55.0,4.0,2.0,1.0,0.0,0.0,0.0,4.0,2971.0,3.0,4.0,0.0,0.0,0.0,0.0,32.048867,0.0,תל אביב יפו,5000,2023-01-15 12:55:25,30/01/2023,1650.0,0.0,38.0,"רן פרשקר יועץ נדל""ן",[],"דירת 3 חדרים ,
גודל הדירה 55 מ""ר, 
קומה 4 בלי מעלית ,
משופצת ,
מושכרת ב7300 ,
חתומה על פינוי בינוי מול גבאי !!,
עסקה מעולה למשקיעים,
 מיקום מעולה ,
חובה להגיע להתרשם",דירה,True,90,,,,1974,2023,5230,3323,49,28818,36285,28157,32181,2074007,565993
51,tbj6fqec,"3,000,000 ₪",אוריאל אקוסטה,פלורנטין,ללא,2.0,63.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,2220.0,2.0,2.0,0.0,0.0,0.0,0.0,32.057541,0.0,תל אביב יפו,5000,2023-02-28 11:20:22,28/02/2023,205.0,0.0,5.0,שי בקלש-מן,[],"בלב שכונת פלורנטין המתחדשת, במרכז העניינים, בתי קפה, מסעדות וברים
הסוהו של תל אביב
חדשה בשוק
ברחוב אוריאל אקוסטה 5
רחוב הולנדי חד-סטרי, שקט ומקסים

למכירה בבלעדיות דירה 2.5 חדרים כ 60 מ""ר 
לשיפוץ,קומה 2, 
מרפסת שמש לחזית דרומית
כיוונים: צפון/דרום",דירה,True,90,,,,1950,2023,1019,1847,73,56024,45800,51272,49399,3018070,-18070
52,r7kn0sus,"2,720,000 ₪",הרטוב,"התקוה, בית יעקב, נווה צה""ל",1,0.0,73.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2852.0,4.0,2.0,1.0,0.0,0.0,0.0,32.047862,34.798137,תל אביב יפו,5000,2023-05-22 10:23:49,22/05/2023,308.0,0.0,24.0,,"['//img.yad2.co.il/Pic/202305/22/2_1/o/y2_1_05019_20230522102317.jpeg', '//img.yad2.co.il/Pic/202305/22/2_1/o/y2_2_09562_20230522102320.jpeg', '//img.yad2.co.il/Pic/202305/22/2_1/o/y2_3_01259_20230522102323.jpeg', '//img.yad2.co.il/Pic/202305/22/2_1/o/y2_4_01708_20230522102325.jpeg', '//img.yad2.co.il/Pic/202305/22/2_1/o/y2_5_02897_20230522102328.jpeg']","דירת 4 חדרים חדשה (2002), כולל חניה, מיקום מרכזי מעולה! ביניין בוטיק - סה""כ 6 דיירים. 
לא למתווכים! מפרטי לפרטי בלבד! 
לא בשבת",דירה,False,100,2023-05-22,עודכן ב 22/05/2023,,2017,2023,3884,2192,6,27762,40816,26764,29613,2704276,15724
53,1n844qkm,"2,890,000 ₪","לח""י","עזרא, הארגזים",1,1.0,106.0,10.0,3.0,1.0,0.0,1.0,0.0,10.0,2860.0,4.0,4.0,1.0,1.0,1.0,1.0,32.046984,0.0,תל אביב יפו,5000,2023-04-21 09:25:31,01/05/2023,488.0,0.0,38.0,עומר לוי,[],"חדש בשיווק בלעדי !
הזדמנות מצויינת למגורים או השקעה !
מגדלי דואט החדישים בת״א מיקום סופר נגיש ואסטרטגי במיוחד ! 

לח״י 38 ת״א

 4 חדרים כ - 106 מ״ר
 חדרי שינה גדולים במיוחד
 מרפסת שמש כ 12 מ״ר
 מחסן פרטי תת קרקעי בטאבו
 יחידת הורים מפנקת עם שרותים ומקלחת
 רשתות בחלונות
קומה 4 מתוך 10
 חניה בטאבו
 ממ״ד גדול
 בניין שמור ומטופח, מנוהל היטב
 דוד שמש",דירה,True,90,,,,1950,2023,1240,1734,73,27762,24509,32612,25869,2594770,295230
54,8wdeq13p,"3,500,000 ₪","אח""י דקר",נווה שרת,ללא,1.0,87.0,4.0,2.0,1.0,0.0,0.0,1.0,4.0,380.0,4.0,1.0,0.0,1.0,1.0,0.0,32.11893,34.837485,תל אביב יפו,5000,2023-04-13 21:39:00,02/05/2023,314.0,0.0,25.0,,"['//img.yad2.co.il/Pic/202304/27/2_1/o/y2_1_07167_20230427124744.jpeg', '//img.yad2.co.il/Pic/202304/27/2_1/o/y2_2_02359_20230427124834.jpeg', '//img.yad2.co.il/Pic/202304/16/2_1/o/y2_3_05804_20230416211411.jpeg', '//img.yad2.co.il/Pic/202304/16/2_1/o/y2_4_08066_20230416211413.jpeg', '//img.yad2.co.il/Pic/202304/16/2_1/o/y2_5_01428_20230416211414.jpeg']","אין דירות כאלה!! בפרוייקט פינוי בינוי עם החברות המובילות שיכון ובינוי+פיבי.שכונת נווה שרת-קוו ראשון לצהלה. בניין עטוף ירוק, רחוב שקט. דירה עם מרפסת שמש, צלילי ציפורים, משקיפה לפארק מודעי. 
הדירה לאחר צביעה והתקנת 4 מזגנים חדשים-אמקור. צבועה צבע שמנת חדש ויפה. חדרי אמבטיה ושירותים נגישים. בניין מטופח עם אינטרקום ומעלית. שכנים טובים, מרחק הליכה מאזור תעסוקה רמת החייל וצהלה. לא בשבת. ללא תיווך-בנתיים",דירה,False,100,,,,1963,2023,3783,2091,60,38641,46666,39083,35445,3429869,70131
55,7laq6g35,"3,700,000 ₪",רמה,נווה שרת,ללא,0.0,60.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,374.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,תל אביב יפו,5000,2023-07-02 10:21:17,02/07/2023,314.0,0.0,22.0,,[],"למכירה דירת 2.5 חדרים חמודה ושמורה, חתומה לפינוי בינוי עם חברת אזורים",דירה,False,80,2023-07-02,עודכן ב 05/07/2023,,1970,2023,5369,5275,53,38641,44882,37882,26110,2280797,1419203
56,khoxoco1,"5,150,000 ₪",בן יהודה,"לב תל אביב, לב העיר צפון",ללא,1.0,85.0,5.0,1.0,1.0,0.0,0.0,0.0,5.0,510.0,3.0,1.0,1.0,0.0,1.0,0.0,32.076803,34.76836,תל אביב יפו,5000,2023-05-21 18:11:39,21/05/2023,1520.0,0.0,36.0,,"['//img.yad2.co.il/Pic/202305/21/2_1/o/y2_2_08197_20230521181114.jpeg', '//img.yad2.co.il/Pic/202305/21/2_1/o/y2_3_09111_20230521181116.jpeg', '//img.yad2.co.il/Pic/202305/21/2_1/o/y2_4_07582_20230521181118.jpeg', '//img.yad2.co.il/Pic/202305/21/2_1/o/y2_5_09171_20230521181120.jpeg']","למכירה מפרטי (כותב המודעה), דירה 3 חדרים ברחוב בן יהודה 36, תל-אביב.

סטטוס  הדירה הינה במסגרת קבוצת רכישה.
איכלוס צפוי- קיץ 2024
מצב הפרויקט- בניין בנוי, קירות חוץ צבועים, דירות- ריצוף וקרמיקה בוצע. חלונות בשלבי התקנה. 
 
 
מחיר נדרש- 5,150,000 ₪
מחיר כולל העברת חשבון ליווי בנקאי מבנק ירושלים.

גודל הדירה  שטח בנוי 77 מטר\ שטח מרפסת 8.4 מטר
קומה 1, חזית לרחוב בן יהודה. 
 
ליווי פרויקט:
1.     ",דירה,False,100,2023-05-21,עודכן ב 21/05/2023,,1960,2023,333,2616,63,59259,59033,50330,66811,4975310,174690
